name,salary,demand,job_des,location
区块链产品经理,7000-12000元,深圳1-3年本科,职位描述：1、全日制本科及以上2、1年以上产品经验3、具有区块链交易所等相关经验4、熟练使用Axure、Visio、Xmind、Mockplus、Photoshpp、禅道、墨刀、Sketch等两种及以上工具。岗位职责：1.负责产品功能原型设计、评审、PRD文档编写；2.协同设计师完成UI界面设计；3.根据通过评审的PRD文档完成研发宣讲工作；4.规划产品的迭代方向、迭代计划并形成可执行的产品路线图。5.产品需求管理、研发进度管理，确保产品准时上线发版；6.产品文档编写、输出及迭代流程优化；7.产品运营数据追踪并优化，形成迭代闭环；8.产品交付流程设计、优化；9.行业动态研究、竞品分析,深圳市 南山区 阳光科创中心B座 31楼01号
区块链工程师,10000-20000元,成都3-5年大专,1、设计基于Fabric的知识产权联盟链：2、实现知识产权内容上链，知产交易上链任职要求：1、熟悉hyperLedger Fabric区块链技术；2、有过联盟链平台开发经验；3、大专以上学历。,成都武侯区成都武侯区高新区府城大道西段399号10号楼20楼10号楼20楼（环娱互动）
区块链工程师,15000-30000元,北京1-3年本科,1.1 职位描述：：?1.?有讲师工作经验，?2.?参与孔壹学院区块链课程体系研发及教学工作 ?3.?从事区块链方向的设计和研发工作，研究区块链协议，运行机制和底层实现等； ?4.?搭建基于区块链的底层架构，能实现公链、侧链、私有链及多种逻辑，供应用层调度使用； 1.2 职位职责：?1.?软件工程或计算机相关专业，本科及以上，3年以上开发工作经验； ?2.?具备Linux/Unix平台下的编程和操作经验，熟悉Linux常用命令 ?3.?对分布式网络有一定了解，熟悉rpc调用过程 ?4.?精通C/C++、Go，重视代码质量和容错性，具有良好的编程能力和编程习惯 ?5.?具备以下背景者优先： ???参与过网络框架、搜索引擎、分布式数据库、云计算平台等底层平台或组件开发 ???熟悉Bitcoin、Ethereum、BitShare等开源区块链系统详细设计 ???熟悉BFT、Paxos、Raft等一致性协议之一的细节 ???熟悉Pow、Pos等区块链共识算法/协议细节 ???熟悉现代密码学或者网络安全相关技术 ???精通可信计算技术原理与应用 ???熟悉软件形式化验证技术 ???有钱包开发、交易所、矿池开发经验者加分 6、良好的团队协作精神和执行力，较强的分析问题和解决问题能力。,北京昌平区泰华龙旗广场E座3层315室
区块链组-测试工程师,10000-15000元,北京3-5年大专,工作职责：1、全面负责公司业务流程，后台系统、接口的功能测试；2、参与设计评审，制定测试方案，编写测试用例，执行测试用例并跟踪BUG状态；3、熟练使用接口测试工具。（如：Jmeter，PostMan等）4、有自动化测试经验优先；5、有爬虫，大数据，风控等测试经验优先。岗位要求：1、本科及以上学历，计算机相关专业，能力优秀的，可放宽至统招大专；2、熟悉软件测试流程，3年以上测试工作经验；3、熟悉Linux和数据库知识；4、熟悉Python语言；5、了解一种或多种自动化编程语言或脚本语言，如Java/ruby/shell等；6、了解接口自动化测试、UI自动化测试、移动端自动化测试；7、强烈的责任心，较强的分析、学习能力，及较好的沟通能力。,北京市 朝阳区 融新科技中心B座
区块链开发工程师,15000-30000元,上海3-5年本科,职责描述：1、负责系统分析与设计工作，承担代码编写，开发与维护系统模块。2、负责系统性能优化，技术难题攻关，持续提升系统在大规模分布式系统环境下高并发、海量请求数下的高处理性能，解决各类潜在系统技术风险，保证系统安全、稳定、快速运行。任职要求：1、3年以上go语言开发经验；2、全国重点大学全日制本科毕业，计算机专业 ；3、了解以太坊，接触过源代码者尤佳；4、懂P2P网络，懂密码学尤佳，特别是非对称加密；5、懂虚拟机尤佳,上海静安区添福南德大楼5楼
医疗区块链开发,15000-30000元,杭州5-10年本科,1、岗位职责: 负责医疗区块链技术应用开发。2、任职要求: 计算机技术相关专业本科以上学历，具有区块链技术三年以上开发经验。,杭州下城区中山花园风荷苑17楼D座
区块链开发高级工程师,20000-40000元,深圳1-3年本科,"1、负责公司Android和iOS钱包的设计和研发。2、负责基于区块链技术的公有链、联盟链的应用开发；研究、开发并实现区块链协议、运行机制、加密技术、共识算法和底层实现；3、积极探索区块链技术在数字资产、产品追溯、身份验证等应用的落地场景，为公司业务发展提供持续支撑；4、促进团队技术进步与创新，参与公司技术研发体系搭建.任职资格：1、本科以上学历，计算机软件等相关专业，3年以上软件开发经验，2年以上区块链相关开发经验2、深刻了解区块链底层技术原理，熟悉p2p网络和分布式存储，熟悉主流的共识机制，对比特币系统或者其他区块链项目拥有清晰的认识，对区块链行业发展拥有独到的见解；3、精通java、C/C++ ，熟练掌握Java，C++，Go，Node.js, Python等主流区块链系统开发语言至少两种。熟悉分布式事务，熟悉面向对象技术,设计模式；4、理解各类主流的共识算法，包括不限于PoW、PoS、DPoS、PBFT、Paxos、Raft等；5、熟悉Ethereum、Bitcoin、Hyperledger fabric等主流区块链开源项目的实现机制及运行原理；6、有组建、带领团队经验；7、沟通能力强，协调能力强。有能力者，破格录用",深圳龙华区锦华大厦(西环路)……
区块链解决方案架构师,20000-30000元,成都3-5年本科,岗位描述：1.与重点行业客户、销售、售前、业务专家等合作，梳理业务流程和场景，定义业务需求和痛点，设计以区块链为核心的业务解决方案架构，带领项目实施团队进行解决方案的开发和部署实施2.负责区块链技术、产品；3.提供解决方案的咨询、售前、重点客户培训、市场宣讲4.为区块链平台和服务提供需求和改进输入，并参与关键区块链技术研究工作5.带领区块链应用研发工程师进行区块链应用研发的需求定义、场景和架构设计、开发测试、应用输出岗位要求：1.熟悉业界主流区块链技术框架和技术实现(Hyperledger Fabric/Ethereum/R3 Corda之一)2.具有丰富的企业架构设计经验；深入理解客户的业务需求和痛点；对金融、政务、IoT等行业有经验者优先3.学习能力强，有激情4.优秀的表达能力，沟通能力，和多团队协作能力,成都市 武侯区 中国电科三十所检测中心
区块链工程师(上海),15000-30000元,上海3-5年本科,1.掌握Bitcoin，Ethereum的区块链相关机制与原理；精通Ethereum；掌握Solidity；2.理解各类主流的共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft等；3、 基于区块链的底层架构，能实现公链、侧链、私有链及多币种逻辑，供应用层调度使用； 4、研究区块链的协议，运行机制和底层实现，协助完善区块链基础产品； 5、跟踪互联网领域相关技术变化，并应用于实际研发产品中。,上海市 静安区 广中西路多媒体大厦
资深区块链开发工程师,35000-50000元,北京3-5年本科,职位职责：- 参与公司基于Go语言的区块链项目开发- 参与项目分布式系统架构设计- 负责项目对内和对外接口的定义和开发- 在项目中融入密码学相关的模块职位要求：- 5年以上软件开发工程师经验，Go语言经验1年以上- 区块链系统研发经验优先- 对分布式系统有深入研究，熟悉各种常用的分布式系统，gRPC，以及Go的分布式编程- 有良好的编程基础和算法基础，有一定密码学基础优先，- 工作积极进取，能够承受工作压力，完成具有挑战性的任务，以及持续不断的学习,北京朝阳区东三环北路霞光里18号A座
区块链开发工程师,10000-15000元,成都1-3年学历不限,负责区块链钱包，交易等功能实现；阅读以太坊源码，修改共识算法；根据业务要求，编写智能合约.,成都武侯区长虹科技大厦B座
区块链新媒体运营,9000-12000元,北京1年以内本科,我们是谁？国内综合排名TOP3的区块链公司充足的现金流收入、业务体量及团队快速扩张我们在做什么？区块链知识内容建设及品牌建设来这里可以获得什么？与一线金融、互联网及区块链背景的同事并肩作战千亿级别的市场机会、行业红利超行业水平的回报岗位职责：1、 负责业务线新媒体自媒体平台（微信、微博及区块链垂直媒体）的策划、运营执行及推广管理工作；?2、 策划并组织营销活动：负责线上活动、互动营销的策划和执行；创意文案的撰写，包括微博、微信及其他媒体平台上的文案和微信图文的编撰工作等；3、 进行视觉相关的创意提案与执行管控，如自媒体排版设计、海报设计建议等；4、 能准确识别用户需求，挖掘和分析用户使用习惯、参与情感及体验感受，及时掌握时下热点，有效完成专题策划活动，通过复盘活动效果，提出合理化调整方案。任职要求：1、 本科及以上学历，中文、新闻学、传播学及相关专业优先，有新闻媒体行业从业经验优先2、 有微信公众号或微博运营经验优先3、 有较强的互联网软文撰写能力，沟通能力，团队协作能力，文字功底深厚，文案富有激情与感染力9、 熟悉使用办公软件，能熟练使用Word、Excel、PPT、Photoshop等优先4、 有较强的执行力及高效的工作能力5、 热爱文字编辑工作，思路清晰、创意思维活跃、逻辑性和文笔流畅、洞察力强；,北京海淀区群英科技园3号楼5层西门
区块链产品运营,10000-15000元,重庆3-5年本科,岗位职责1.负责区块链平台的运营策略研究，一级市场投资策略研究，并制定相应的业务运营发展战略和规划； 2.负责区块链行业的资讯与社区运营团队组建和日常运营管理工作； 3.负责平台运营活动规划，对用户拉新、留存、活跃等用户指标负责； 4.负责外部运营资源及渠道的建设和模式的研究及运营合作洽谈工作。任职资格：1.本科及以上学历，3年以上用户运营、社群运营、独立完成项目等工作经验；有大型平台、区块链或金融行业经验者优先。 2.熟悉区块链领域的大部分平台、项目、行情。 3.有成功的用户运营、社群运营、活动运营经验 4.有出色的沟通能力、团队协助和运营管理能力； 5.有区块链一级市场投资经验优先。,重庆市 渝北区 重庆高科·双子座(A)
区块链系统架构师,20000-40000元,北京5-10年本科,【工作职责】?1、负责区块链核心系统的架构设计和研发，实现稳健、实用、灵活、高效的区块链底层技术架构；2、持续跟进区块链技术在数字货币、智能合约、数字资产交易、支付等方向的发展趋势，探索和推进区块链技术在不同场景下的应用，研发和实现具体的业务流程；?3、负责系统核心技术问题的攻关和优化，解决项目开发过程中的技术难题，参与组织团队区块链相关技术培训。【任职要求】?1、重点大学计算机相关专业本科及以上学历，5年以上服务器端研发经验，3年以上系统架构设计经验，熟悉操作系统、多线程、网络通信等相关知识，对计算机网络系统有深刻理解，有分布式、点对点网络协议和应用开发经验，对云平台业务有一定的理解；???2、精通Linux平台软件开发，精通C++/Go/Python/PHP中的一种或多种语言，有良好的编程习惯和编码风格；?3、熟悉和掌握BitCoin，Ethereum，HyperLedger、EOS等主流区块链的技术原理，直接参与过区块链底层开发，参与过区块链开发社区并贡献源码者优先；?4、有密码学知识背景或网络安全相关产品开发经验，熟练掌握加密算法、共识算法、网络安全、分布式计算；?5、逻辑清晰，思维活跃，接受新事物能力强，具备良好的沟通表达能力，有大局观和团队精神，工作积极主动，富有责任心。,北京海淀区中关村翠湖科技园云中心
区块链工程师（go语言）,35000-50000元,北京5-10年本科,"岗位职责：负责区块链资产的系统研发，升级和维护。任职要求：1、熟练掌握Golang,Python,C++,C；2、熟练掌握数据结构和算法细节；3、熟悉区块链技术及签名；4、需要熟练掌握至少一种unix脚本语言；5、熟悉git等版本工具和常规的代码测试技术；",北京海淀区西二旗(地铁站)数码科技
区块链,20000-40000元,杭州应届生本科,1、研究和了解区块链业务发展动向、关注和了解区块链与各行业的结合点；2、有区块链/投资/金融/创投/互联网行业的从业经验，具备丰富链圈、币圈、交易平台、区块链新闻媒体等行业资源优先；3、具备敏锐的市场洞察力、严密的分析能力以及出色的危机处理能力；4、具有独立的营销策划能力，具有良好的组织领导、计划、协调能力；5、具备良好的沟通表达能力、谈判能力。,杭州市 上城区 赞成.太和广场3号楼 1402
区块链研究员,7000-10000元,苏州经验不限学历不限,"职位描述：	1.对区块链技术和开源项目、加密数字货币有一定的实践经验；	2.把复杂的技术用浅显的语言或者流程图清晰的表达出来，能根据白皮书勾勒出项目整体框架和运行逻辑。	3. 跟踪国内外区块链领域的最新研究和技术动向。岗位要求：	1.熟练掌握以太坊/比特币/区块链的原理、机制和相关加密算法；	2.思维活跃，对完整的区块链项目各知识点有一定的了解；	3.拥有区块链项目开发实施经验，开源代码贡献者优先。专业不限。",苏州市 虎丘区 苏州高新技术创业服务中心(竹园路) 4号楼
区块链工程师招聘,12000-18000元,广州1-3年本科,岗位职责：根据个人能力薪资面议！1、基于区块链(Blockchain)相关产品的设计和研发；2、充分理解系统架构，实现区块链方案的功能模块；　　3、持续跟进学习区块链技术的演化迭代。任职要求：1、计算机、软件工程相关专业，2年及以上项目开发经验，有良好的英语阅读能力者优先；　　2、扎实的计算机理论和网络知识，比如数据结构、算法、数据库理论，计算机网络；　　3、熟练掌握JAVA开发语言，熟悉Linux系统常用命令，熟悉数据库设计及使用(MySql、MongoDB、Redis)；4、有智能合约开发、区块链相关产品开发经验者优先；5、对区块链的开源项目Bitcoin、Ethereum、Eosio有研究、开发和实践者优先；　　　6、理解各类主流的共识算法，包括不限于PoW，PoS，DPoS，PBFT，Raft等；　　7、良好的沟通和表达能力，对技术有热情，自我驱动力强，愿意接受技术挑战。,广州市 天河区 马赛国际商务中心 2801
区块链软件开发,15000-30000元,深圳3-5年本科,"薪酬面议，诚意十足。公司提供广阔发展空间。岗位职责：1、负责基于区块链技术的业务系统的整体架构设计和开发；3、开发和维护基于区块链技术的产品/服务()；4、基于IPFS设计、研发公链项目；任职要求：1、本科及以上学历，计算机、数学等相关专业；2、熟悉主流的共识算法:PoW，PoS，PoA，DPoS，PBFT，Paxos，Raft等；3、熟练掌握GoLang,Solidity,C++等主流区块链系统开发语言的一种或多种，参与各个区块链开发社区并贡献源码者优先；4、熟悉Ethereum、Bitcoin、Fabric、EOS 等主流区块链开源项目的实现机制及运行原理，有贡献经验的优先；5、了解一些主流NoSQL数据库的原理与使用，尤其是KV型数据库，包括不限于LevelDB，CouchDB等；6、了解HTTP/2协议，理解gRPC框架，具备使用protobuf的开发实践经验；7、精通密码学、加密协议和加密算法；8、掌握分布式、多线程、高并发的网络编程及代码调优技术；9、了解IPFS，DAPP等去中心化应用实现机制和运行原理。",深圳市 福田区 瀚森大厦 19楼
区块链应用开发工程师,12000-18000元,杭州1-3年本科,【职责描述】加入区块链医疗应用部门，开发区块链医疗领域的应用。【岗位要求】1、有责任心、进取心，逻辑思维强，善于学习，具有良好的分析和解决问题的能力2、熟悉Java语言编程、JVM、多线程编程，具有大型在线系统的研发经验优先3、熟系Spring、SpringMVC、Spring Boot、Hibernate/MyBatis等主流的开发框架4、熟悉MySQL、了解MongoDB，Redis/MemCached5、熟练Linux系统操作，熟悉Shell编程6、熟悉常用的设计模式，有良好的编程习惯，有简洁清晰的代码风格7、优秀的英语读写能力,杭州西湖区文三路199号众创空间2层
区块链高级研发工程师,20000-40000元,北京3-5年本科,"Castbox 的区块链项目团队创始成员来自美国硅谷，致力于区块链项目的研究及应用。依托于 Castbox 现有的多元化海外优质庞大用户群体，我们将用技术手段更直接地为用户提供更多精彩内容。[你的工作内容会包括但不局限于]：参与区块链产品软件架构设计工作; 参与模块设计开发,业务逻辑开发等工作； 组织制定和实施技术决策和技术方案，组织架构设计与升级优化；指导项目团队成员的日常开发工作，解决开发中的技术问题。[我们希望你]: 软件工程或计算机相关专业本科及以上，3年以上开发工作经验；精通 Linux，有区块链项目的开发经验；有Golang语言开发经验的优先熟悉 C++ / Python / Java 中的两种以上相关编程；熟悉各种数据结构和算法，对密码学，安全协议和加密算法有研究；有良好的团队合作及抗压能力，有强烈的主人翁意识推进事务进展; 具备一定架构能力，有大容量、高性能、分布式系统的设计开发经验优先。[在Castbox你可以得到]：薪水：高薪高股，一定不会亏待了你；成长：硅谷文化，在这里你可以和行业最资深的带头人取经；环境：技术氛围浓厚，这里有极客们所向往和沉醉的开发环境；福利：               Mac办公               租房补贴               七险一金               免费三餐、下午茶和各种零食饮料不间断               生日会、肩颈按摩、瑜伽、足球赛、篮球赛               英语角和各种TeamBuilding",北京市 朝阳区 悠乐汇
区块链测试开发,15000-22000元,杭州3-5年本科,岗位职责：1、主导服务端测试（接口、性能等），做测试分析，制定测试计划；2、跟踪服务端开发进度，做流程质控，给出改进意见；3、推广产品线的自动化测试，搭建和维护持续集成平台；4、根据业务需求开发测试工具，提升整体测试效率；5、建立产品线的质量体系，通过测试引导软件开发质量提高。岗位要求:1、工科、计算机或其他相关专业本科以上学历；2、熟悉c/c++、python、Linux、数据库，3年以上软件开发测试经验；3、很强的学习能力和逻辑思维能力，良好的沟通和团队合作能力；4、有测试工具设计开发、持续集成平台维护搭建经验的优先考虑；5、有移动互联网工作经验、服务端开发经验的优先考虑。,杭州西湖区华星世纪大楼
区块链测试工程师,12000-21000元,杭州3-5年本科,岗位职责1.参与区块链项目测试，包括前端、后台接口、系统性能等；2.参与需求分析、设计评审，定制测试计划和测试方案，暴露项目风险；3.持续集成环境的搭建维护，优化自动化测试；4.日常工作主要技术涉及python、linux、TCP/UDP/HTTP/GRPC协议、C/C++相关内容；岗位要求1.工科、计算机或其他相关专业本科及以上学历；2.熟悉C/C++/python/linux中的任意两种或三种，2年以上服务端测试经验；3.很强的学习能力和逻辑思维能力，良好的沟通和团队合作能力；4.有驱动、插桩、mock测试、单元测试、接口测试、性能测试、jenkins持续集成经验的优先考虑；5.有服务端开发、算法测试、区块链相关经验的优先考虑；,杭州西湖区华星世纪大楼
区块链工程师（密码学相关） (MJ000167),35000-45000元,北京1-3年学历不限,1. 熟悉常用密码算法，包括Hash算法、对称算法、非对称算法。2. 熟悉PKI体系3. 熟悉零知识证明、多方计算、同态加密等密码技术者优先4. 有调试密码算法代码的经验5. 熟练掌握java或者C++开发,北京市 海淀区 中关村
区块链工程师,15000-30000元,北京3-5年本科,有机会参与国家级供应链金融平台建设，包括贸易金融业务标准和监管制度调研、设计、平台建设和运营的规范。岗位职责：1、参与区块链核心系统的架构设计和研发工作；2、发展区块链技术，探索和推进区块链技术在不同场景下的应用；3、研究区块链的协议，运行机制和底层实现，协助完善区块链基础产品；任职要求：1、本科以上学历，计算机相关专业毕业，1年以上开发工作经验，公司可培养；2、精通C/C++/Java/C#/Go中的一种或多种语言， 有良好的编程习惯和编码风格；3、了解区块链技术原理、概念，对密码学，安全协议和加密算法有研究；4、具备较好的沟通和表达能力，工作积极主动，富有责任心。有以下经验优先：－有区块链系统产品研究开发经验；－掌握区块链产品（以太坊、Hyperledger）的原理、机制和相关加密算法；－有分布式共识、分布式网络、应用密码学、加密算法、虚拟机/编译原理等经验；－有金融行业从业经验。,北京市 朝阳区 望京南(地铁站) 嘉美中心1202
区块链研发工程师,15000-30000元,深圳3-5年本科,"岗位描述： 1. 从事区块链产品的设计和研发工作，研究区块链的协议，运行机制和底层实现等； 2. 负责区块链基础框架和模块开发，包括数据结构,共识算法、安全加密等； 3. 搭建基于区块链的底层架构，供应用层调度使用； 任职要求： 1. 软件工程或计算机相关专业本科及以上，3年以上开发工作经验; 2. 精通linux，有区块链项目的开发经验优先； 3. 熟悉golang/c/c++中的两种以上; 4. 熟悉各种数据结构和算法，对密码学，安全协议和加密算法有研究； 5. 具有分布式系统架构开发经验，熟练地掌握分布式网络和存储等相关技术； 6. 熟练掌握以太坊/比特币/区块链的原理、机制和相关加密算法者优先； 7. 良好的团队协作精神和执行力，较强的分析问题和解决问题能力，能够承受较大的工作压力。",深圳市 宝安区 宝安互联网产业基地A区(东北门) 5栋108
区块链工程师,10000-20000元,武汉3-5年大专,工作职责：1. 从事区块链核心模块的改造和实现；2. 设计开发区块链的中间层应用平台；3. 跟踪和研究最新的技术发展趋势和创新点。职位要求：1. 大专及以上学历，计算机科学、软件工程等相关专业；2. 3年及以上互联网、金融科技等领域的设计开发经验；3. 有复杂系统的设计开发经验，熟悉数据结构和算法，基本功扎实；4. 熟练掌握Java、C/C++、Go等一种以上编程语言，了解系统编程优先；5. 对区块链的开源项目（Ethereum或Hyperledger）有研究和实践者优先；6. 对密码学、分布式系统有研究和实践者优先；7. 能快速阅读英文论文及相关资料，学习能力强，自我驱动力强。,武汉市 洪山区 光谷总部国际Ⅱ期时代 1栋1503室
区块链工程师,15000-20000元,杭州经验不限学历不限,招聘要求1.两年以上开发经验，精通数据结构和算法；2.精通Golang语言；3.熟悉TCP/IP协议，HTTP协议，了解BT协议和P2P网络有限；4.熟悉计算机网络，数据库原理，密码学；5.熟悉Ethereum、Hyperledger、Storj、Ulord、Burst等区块链项目之一的底层技术原理，有相关项目开发经验优先；6.热爱编程，喜欢钻研，有区块链开发经验者优先。岗位职责1.研究区块链的协议，运行机制和底层实现等；搭建基于去快点的底层架构，能实现公链，侧链，私有链及多种逻辑供应用层调用2.根据应用场景需求，开发实现智能合约，搭建测试环境，编写智能合约测试用例和测试脚本3.针对业务需求开发和实现加密协议，设计安全协议和架构4.负责区块链代码的维护升级,杭州市 萧山区 杭州萧山国际商务中心
区块链平面设计,8000-10000元,上海1-3年本科,一、职位概要：进行市场调研、竞品分析，配合品牌总监进行市场推广的相关物料准备，完成自媒体渠道的宣传。二、岗位职责：职责一：自媒体平台常规运营1.    负责公司国内外自媒体账号定位规划、核定素材来源及日常维护；2.    与运营沟通公司业务公告及相关活动，及时发布在公司自媒体平台；3.    关注自媒体平台用户互动，及时回复用户互动内容，将用户意见有效反馈给运营，便于运营调整相关策略执行；并且与合作方在自媒体平台做好有效互动，及时发布合作进度；4.    与外部软文提供者沟通软文内容，及时发布在国内外合作的相关行业网站。职责二：配合公司品牌活动宣推1.    根据品牌活动需求，整合相关新媒体推广资源，将品牌活动推广效果最大化；2.    协调并配合公司网站及相关媒体宣传、市场推广等活动。职责三：数据支撑1.    跟踪各自媒体平台推广数据，定期分析反馈，建立有效运营手段，提升用户活跃，增加粉丝数量、关注量及用户互动转化率。职责四：其他工作内容根据紧急和重要程度完成上级交代其它任务。三、任职资格：1、教育背景：市场营销、新闻传播、广告等相关专业或相关专业全日制本科学历；2、3年以上互联网相关行业设计经验，职业形象良好；3、具备较强的责任心、主动性、求知欲、敬业度、抗压能力和团队合作精神；4、熟练使用设计专业软件，具备优秀的文案功底；5、具备优秀的执行和创新能力、语言表达和沟通能力、抗压能力。,上海浦东新区中房晶华公馆2号楼
区块链运营经理,6000-11000元,深圳1-3年大专,"【岗位职责】独立负责区块链领域运营国内（微信订阅号/微博）的日常内容运营和维护工作，提高用户影响力和活跃度；借势热点，协同策划团队快速跟进，并进行创意 H5 /海报等制作；及时与粉丝互动，代表官方答疑解惑，策划并执行线上微信推广活动；推广效果数据化,分析并建立有效运营手段提升用户活跃度,增加粉丝数量；协助推广团队进行 KOL 合作资源拓展。【任职要求】1、大专以上学历，熟练使用 Excel / PPT / PS 等软件；2、熟练使用微信排版软件，精通 H5 页面制作（提供展示作品）；3、掌握基本ps操作优先4、2年以上微信公众号运营经验，有媒介 KOL 资源为佳；5、有区块链及互联网消费类电子产品运营经验优先考虑；6、良好的沟通、协调能力及团队合作精神。7、具备社群运营经验，并能独立运营社群。",深圳宝安区卓越时代广场·前海c座1302A
高级工程师（区块链）,25000-40000元,北京3-5年大专,"岗位职责： 1、 负责基于区块链(blockchain)的金融产品的设计和研发；2、 统筹业务需求分析工作，制定系统的整体框架，辅助并指导系统分析，指导并审核系统设计工作；  3、 组织制定和实施技术决策和技术方案，组织架构设计与升级优化；4、 统筹负责基于区块链技术的公有链的应用开发；5、 协助制定项目计划和控制项目进度及项目文档工作；6、 参与相关子系统及业务流程优化重构,研发过程优化工作；7、积极探索区块链技术的落地场景，为公司业务发展提供持续支撑。 任职要求： 1、 本科及以上学历，计算机、系统工程、软件工程等相关专业；2、 十年以上工作经验，五年以上金融或互联网行业技术开发经验，一年以上区块链相关开发经验；3、 开发基本原则、数据库、通讯加密、架构、部署环境、常见框架、多线程、性能优化有较为深入的认识；3、精通C++，Java，python任意一种开发语言；4、熟悉分布式软件设计及开发，精通微服务架构及容器技术；5、理解主流共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft等；6、有过区块链项目开发经验者优先，有加密货币或区块链技术实际实施经验的优先；7、具备国内外大型银行国际结算、资金清算、贸易金融及相关支付系统开发，国际金融合作组织、第三方支付平台系统开发经验者优先。",北京市朝阳区建国门外大街2号北京银泰中心C座1704室
区块链高级工程师,30000-35000元,北京5-10年本科,"职责描述：1、了解区块链前沿技术，行业动向，及时将现金的理念与方法引入到项目中来；2、根据平台业务，为商业数据交换设计合适的智能合约及区块链方案3、负责根据业务需要和技术方案特征组织开发、搭建基于区块链的底层架构和应用平台4、承担区块链系统核心功能代码设计与开发； 5、负责区块链技术团队的整体搭建，完善团队的日常管理和项目进度跟踪；6、参与撰写区块链平台的白皮书、技术文档、需求说明书、使用条款和用户手册；7、对外负责区块链的技术推广，可承担起区块链产品的客户宣讲、需求和产品功能mapping等工作，指导并协助合作伙伴了解、接入；任职要求：1、5年以上软件开发经验，1年以上技术团队管理经验，2年以上区块链相关项目开发经验；2、精通C/C++、Java、Golang、Python、node.js中至少一种语言，精通多种者优先；3、熟悉Go、Docker、J2EE等任何一种主流的服务器技术，了解集群技术，系统性能调优4、了解比特币/以太坊、HyperLedger Fabric等区块链的原理、机制和相关加密算法；5、掌握Ethereum, HyperLedger Fabric, 两种区块链相关机制与原理； 6、亲自搭建过任何一个开源的区块链项目，能够独立搭建区块链系统；7、参与过各区块链社区并提交源码者优先；8、具有强烈的好奇心和独立思考能力，学习能力强，接受新事物能力强；9、具有较强的理解力、表达能力、沟通协调能力，能够深度思考，有很强的逻辑分析能力10、良好的团队协作精神和执行力，较强的分析问题和解决问题能力，能承担高负荷工作节奏；11、计算机相关专业全日制本科及以上学历；",北京市 朝阳区 朝阳区 建国门外大街2号北京银泰中心C座1704室
区块链产品经理,4000-8000元,济南1-3年本科,"1)大学本科毕业，计算机相关专业优先，1-3年工作经验者优先。2)具备区块链、AI、大数据等相关知识,有三年以上市场开拓或项目开拓相关经验3)在团队中，协调区块链业务的推广，跟进进度，与内外部团队有效沟通4)负责维护客户关系5)能适应长期出差一经录用，薪资可面议，能者高薪：基本工资+绩效奖+表现奖+餐补费+双休+五险+差旅费工作时间：五天八小时工作制，周末双休工作地点：北京、济南、厦门、珠海横琴、重庆、上海、新加坡、旧金山、布拉格任您选择。欢迎加入我司区块链市场服务团队，你有机会同国际化团队共成长和发展！！！舒适的工作环境，轻松的工作氛围！就差你了，还在犹豫吗？我们不以学历论人，我们以才取人，以德服人，我们热忱期待每一个不安于现状，为追求梦想而无所畏惧的伙伴加入我们！  公司提倡“能者上，平者让，庸者下”的以人为本的用人理念，给每个人搭建一个学习和锻炼的平台，让员工充分施展才智，提升自己，成就自我，完成梦想。如果你觉得你行，请给我们彼此一个机会！公司提供公平的晋升平台,以及广阔的职业发展空间.智程成长的过程，就是服务客户并和客户一起不断成功的过程！我们用心、努力作好每一件事，满怀信心迎接每一次挑战！",济南市 历下区 奥盛大厦3号楼 2001室
产品运营经理（区块链方向）,10000-20000元,深圳3-5年本科,岗位职责：1、对产品系统的精细化运营负责，通过对产品运营的相关数据跟踪分析，推进产品的优化迭代，为公司的运营策略提供建议；2、通过挖掘和分析用户的需求，提出合理的产品改善需求，制定一系列完善的产品整体运营规划并执行；3、负责产品需求迭代的项目管理及具体跟进，对最终结果负责任。岗位要求： 1.本科以上学历，互联网金融行业或理工科背景佳，3年以上大型互联网公司运营从业经验，擅长互联网产品的系统运营，对用户运营/活动运营/渠道推广都有一定了解；2.有较强的数据统计分析及总结能力，善于发现总结问题并改善；3.有一定的产品策划能力，熟悉产品策划流程，并能熟练使用产品设计工具； 4.有较强的沟通能力，良好的逻辑思维和目标管理能力,深圳市 南山区 南山区 深圳湾生态园10栋
用户运营经理（区块链方向）,10000-20000元,深圳5-10年本科,岗位职责：1，制定多种市场运营策略并推动执行，为平台的交易量及收入负责；2，制定平台用户整体运营方案，负责平台用户精细化运营效果提升；3，针对用户不同生命周期行为，结合产品策略制定运营计划，提升用户转化留存；4，根据GMV、流量规划、用户数据等不同指标策划运营活动。任职资格：1，5年以上大型互联网项目用户运营或产品运营岗位经验；2，有独立的项目策划、原型设计及项目交付能力；3，较强的数据收集及分析能力，能通过数据诊断问题；4，有一定的全局观，抗压能力强，自我驱动；5，区块链、电商、金融行业优先，英语良好加分。,深圳市 南山区 南山区 深圳湾生态园10栋
